"STATISTIC","Statistic Label","TLIST(A1)","Year","C04253V05027","Hazardousness","C04251V05025","Waste Category","C04252V05026","Waste Management Operation","UNIT","VALUE"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","120","Chemical and medical wastes (subtotal)[W01-05]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","120","Chemical and medical wastes (subtotal)[W01-05]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","120","Chemical and medical wastes (subtotal)[W01-05]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","-","All Waste treatment[TRT]","Tonnes","21382"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","12889"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","8005"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","488"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","160","Recovery - recycling[RCV_R]","Tonnes","488"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","130","Spent solvents[W011]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","-","All Waste treatment[TRT]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","160","Recovery - recycling[RCV_R]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","140","Acid, alkaline or saline wastes[W012]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","-","All Waste treatment[TRT]","Tonnes","17411"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","45"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","45"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","17366"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","160","Recovery - recycling[RCV_R]","Tonnes","17366"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","150","Used oils[W013]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","-","All Waste treatment[TRT]","Tonnes","7672"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","483"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","483"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","498"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","5261"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","1430"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","160","Recovery - recycling[RCV_R]","Tonnes","1430"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","160","Chemical wastes[W02A]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","-","All Waste treatment[TRT]","Tonnes","3388"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","330"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","330"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","874"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","2184"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","160","Recovery - recycling[RCV_R]","Tonnes","2181"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","170","Industrial effluent sludges[W032]","170","Recovery - backfilling[RCV_B]","Tonnes","3"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","-","All Waste treatment[TRT]","Tonnes","30000"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","30000"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","30000"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","160","Recovery - recycling[RCV_R]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","180","Sludges and liquid wastes from waste treatment[W033]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","-","All Waste treatment[TRT]","Tonnes","875"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","846"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","846"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","29"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","160","Recovery - recycling[RCV_R]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","190","Health care and biological wastes[W05]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","200","Recyclable wastes (subtotal, W06+W07 except W077)[W06_07A]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","-","All Waste treatment[TRT]","Tonnes","8612"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","8612"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","160","Recovery - recycling[RCV_R]","Tonnes","8612"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","210","Metal wastes, ferrous[W061]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","-","All Waste treatment[TRT]","Tonnes","19309"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","19309"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","160","Recovery - recycling[RCV_R]","Tonnes","19309"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","220","Metal wastes, non-ferrous[W062]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","-","All Waste treatment[TRT]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","160","Recovery - recycling[RCV_R]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","230","Metal wastes, mixed ferrous and non-ferrous[W063]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","-","All Waste treatment[TRT]","Tonnes","8052"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","302"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","302"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","7750"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","160","Recovery - recycling[RCV_R]","Tonnes","7750"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","240","Glass wastes[W071]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","-","All Waste treatment[TRT]","Tonnes","2028"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","2028"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","160","Recovery - recycling[RCV_R]","Tonnes","2028"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","250","Paper and cardboard wastes[W072]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","-","All Waste treatment[TRT]","Tonnes","11499"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","410"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","11089"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","160","Recovery - recycling[RCV_R]","Tonnes","11089"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","-","All Waste treatment[TRT]","Tonnes","73774"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","527"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","527"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","13"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","73234"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","160","Recovery - recycling[RCV_R]","Tonnes","73234"
"GWA02","Waste treated","2012","2012","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","170","Recovery - backfilling[RCV_B]","Tonnes","0"
